SourceFile,VideoName,ExpectedSpeaker,Emotion,TotalFramesVideo,SpeakerFramesFound,FramesExtracted,UnknownCount,ErrorUTACount,Status
res_dia111_utt1_20260801_023633_full.txt,dia111_utt1,Chandler,fear,23,23,23,0,0,Processed
res_dia111_utt2_20260801_024455_full.txt,dia111_utt2,Joey,joy,38,0,0,0,0,Speaker Not Found
res_dia111_utt3_20260801_024543_full.txt,dia111_utt3,Chandler,neutral,140,140,140,0,1,Processed
res_dia111_utt4_20260801_024706_full.txt,dia111_utt4,Joey,surprise,160,158,158,2,160,Processed
res_dia111_utt5_20260801_024812_full.txt,dia111_utt5,Chandler,fear,167,167,167,0,39,Processed
res_dia111_utt6_20260801_024844_full.txt,dia111_utt6,Chandler,fear,52,52,52,0,50,Processed
res_dia111_utt7_20260801_024927_full.txt,dia111_utt7,Joey,neutral,74,74,74,0,97,Processed
res_dia111_utt8_20260801_024956_full.txt,dia111_utt8,Chandler,surprise,31,31,31,7,7,Processed
res_dia111_utt9_20260801_025031_full.txt,dia111_utt9,Joey,neutral,48,48,48,0,48,Processed
res_dia112_utt0_20260801_025049_full.txt,dia112_utt0,Ross,surprise,40,0,0,0,2,Speaker Not Found
res_dia112_utt1_20260801_025128_full.txt,dia112_utt1,Phoebe,surprise,61,61,61,0,31,Processed
res_dia112_utt2_20260801_025200_full.txt,dia112_utt2,Ross,anger,92,92,92,0,0,Processed
res_dia112_utt3_20260801_025301_full.txt,dia112_utt3,Phoebe,anger,125,123,123,4,21,Processed
res_dia112_utt4_20260801_025410_full.txt,dia112_utt4,Ross,disgust,180,0,0,0,11,Speaker Not Found
res_dia113_utt0_20260801_025446_full.txt,dia113_utt0,Ross,neutral,68,57,57,11,0,Processed
res_dia113_utt10_20260801_025545_full.txt,dia113_utt10,Chandler,neutral,73,73,73,0,0,Processed
res_dia113_utt1_20260801_025521_full.txt,dia113_utt1,Monica,anger,48,48,48,2,0,Processed
res_dia113_utt2_20260801_025628_full.txt,dia113_utt2,Ross,neutral,41,41,41,8,41,Processed
res_dia113_utt3_20260801_025648_full.txt,dia113_utt3,Ross,neutral,6,6,6,0,6,Processed
res_dia113_utt4_20260801_025726_full.txt,dia113_utt4,Ross,neutral,61,61,61,1,40,Processed
res_dia113_utt5_20260801_025817_full.txt,dia113_utt5,Ross,neutral,121,105,105,8,8,Processed
res_dia113_utt6_20260801_025857_full.txt,dia113_utt6,Ross,neutral,53,53,53,0,29,Processed
res_dia113_utt7_20260801_025935_full.txt,dia113_utt7,Chandler,neutral,64,51,51,9,3,Processed
res_dia113_utt8_20260801_030039_full.txt,dia113_utt8,Ross,joy,48,45,45,51,18,Processed
res_dia113_utt9_20260801_030156_full.txt,dia113_utt9,Ross,neutral,148,153,153,22,0,Processed
res_dia114_utt0_20260801_030259_full.txt,dia114_utt0,Chandler,neutral,28,24,24,82,174,Processed
res_dia114_utt1_20260801_030343_full.txt,dia114_utt1,Chandler,surprise,83,83,83,0,55,Processed
res_dia114_utt2_20260801_030444_full.txt,dia114_utt2,Chandler,neutral,68,68,68,35,31,Processed
res_dia114_utt3_20260801_030601_full.txt,dia114_utt3,Joey,joy,89,89,89,10,183,Processed
res_dia114_utt4_20260801_030646_full.txt,dia114_utt4,Joey,joy,73,73,73,27,21,Processed
res_dia115_utt0_20260801_030755_full.txt,dia115_utt0,Jester,neutral,44,0,0,81,40,Speaker Not Trained
res_dia115_utt1_20260801_030955_full.txt,dia115_utt1,Monica,neutral,275,275,275,9,347,Processed
res_dia115_utt2_20260801_031213_full.txt,dia115_utt2,Jester,neutral,213,0,0,106,284,Speaker Not Trained
res_dia115_utt3_20260801_031305_full.txt,dia115_utt3,Joey,neutral,52,50,50,12,86,Processed
res_dia115_utt4_20260801_031408_full.txt,dia115_utt4,Jester,anger,47,0,0,48,118,Speaker Not Trained
res_dia115_utt5_20260801_031451_full.txt,dia115_utt5,Joey,neutral,50,44,44,22,60,Processed
res_dia115_utt6_20260801_031606_full.txt,dia115_utt6,Jester,surprise,47,0,0,83,11,Speaker Not Trained
res_dia115_utt7_20260801_031751_full.txt,dia115_utt7,Janice,surprise,93,0,0,98,88,Speaker Not Trained
res_dia116_utt0_20260801_031847_full.txt,dia116_utt0,Ross,neutral,87,0,0,38,4,Speaker Not Found
res_dia116_utt1_20260801_032005_full.txt,dia116_utt1,Ross,neutral,142,51,51,79,15,Processed
res_dia116_utt2_20260801_032145_full.txt,dia116_utt2,Sarah,sadness,180,0,0,111,0,Speaker Not Trained
res_dia116_utt3_20260801_032244_full.txt,dia116_utt3,Ross,surprise,112,112,112,9,1,Processed
res_dia116_utt4_20260801_032311_full.txt,dia116_utt4,Sarah,neutral,85,0,0,3,0,Speaker Not Trained
res_dia116_utt5_20260801_032449_full.txt,dia116_utt5,Sarah,neutral,236,0,0,73,64,Speaker Not Trained
res_dia116_utt6_20260801_032537_full.txt,dia116_utt6,Ross,neutral,102,100,100,4,68,Processed
res_dia116_utt7_20260801_032727_full.txt,dia116_utt7,Sarah,sadness,200,0,0,103,73,Speaker Not Trained
res_dia117_utt0_20260801_032812_full.txt,dia117_utt0,Monica,joy,52,27,27,28,1,Processed
res_dia117_utt1_20260801_032905_full.txt,dia117_utt1,Richard,neutral,68,0,0,17,66,Speaker Not Trained
res_dia117_utt2_20260801_033005_full.txt,dia117_utt2,Monica,joy,44,44,44,27,88,Processed
res_dia117_utt3_20260801_033114_full.txt,dia117_utt3,Richard,neutral,66,0,0,71,40,Speaker Not Trained
res_dia118_utt0_20260801_033159_full.txt,dia118_utt0,Chandler,neutral,79,65,65,18,2,Processed
res_dia118_utt1_20260801_033226_full.txt,dia118_utt1,Ross,surprise,51,51,51,2,16,Processed
res_dia118_utt2_20260801_033256_full.txt,dia118_utt2,Chandler,neutral,34,0,0,0,3,Speaker Not Found
res_dia118_utt3_20260801_033325_full.txt,dia118_utt3,Ross,joy,57,54,54,4,6,Processed
res_dia118_utt4_20260801_033352_full.txt,dia118_utt4,Chandler,anger,50,44,44,6,0,Processed
res_dia118_utt5_20260801_033433_full.txt,dia118_utt5,Ross,joy,76,76,76,15,8,Processed
res_dia119_utt0_20260801_033448_full.txt,dia119_utt0,Joey,neutral,13,13,13,0,0,Processed
res_dia119_utt10_20260801_033611_full.txt,dia119_utt10,Monica,neutral,62,83,83,0,0,Processed
res_dia119_utt11_20260801_174524_full.txt,dia119_utt11,Monica,neutral,22,36,36,2,0,Processed
res_dia119_utt12_20260801_174605_full.txt,dia119_utt12,Joey,anger,75,64,64,23,17,Processed
res_dia119_utt1_20260801_033526_full.txt,dia119_utt1,Joey,neutral,54,54,54,0,0,Processed
res_dia119_utt2_20260801_033655_full.txt,dia119_utt2,Joey,neutral,42,0,0,41,1,Speaker Not Found
res_dia119_utt3_20260801_033717_full.txt,dia119_utt3,Joey,neutral,26,0,0,3,26,Speaker Not Found
res_dia119_utt4_20260801_033820_full.txt,dia119_utt4,Joey,sadness,117,0,0,45,32,Speaker Not Found
res_dia119_utt5_20260801_033842_full.txt,dia119_utt5,Monica,neutral,45,44,44,0,1,Processed
res_dia119_utt6_20260801_033945_full.txt,dia119_utt6,Joey,sadness,144,144,144,0,70,Processed
res_dia119_utt7_20260801_034055_full.txt,dia119_utt7,Monica,surprise,120,82,82,16,12,Processed
res_dia119_utt8_20260801_034133_full.txt,dia119_utt8,Joey,neutral,95,67,67,14,0,Processed
res_dia119_utt9_20260801_034222_full.txt,dia119_utt9,Monica,neutral,78,75,75,22,0,Processed
res_dia11_utt0_20260801_034254_full.txt,dia11_utt0,Ross,neutral,29,29,29,0,30,Processed
res_dia11_utt1_20260801_034353_full.txt,dia11_utt1,Monica,anger,82,24,24,39,83,Processed
res_dia11_utt2_20260801_034454_full.txt,dia11_utt2,Ross,neutral,65,65,65,5,90,Processed
res_dia11_utt3_20260801_034529_full.txt,dia11_utt3,Chandler,joy,66,31,31,14,26,Processed
res_dia11_utt4_20260801_034601_full.txt,dia11_utt4,Phoebe,neutral,24,25,25,12,2,Processed
res_dia11_utt5_20260801_034615_full.txt,dia11_utt5,Phoebe,neutral,3,4,4,2,0,Processed
res_dia11_utt6_20260801_034653_full.txt,dia11_utt6,Ross,joy,47,31,31,8,23,Processed
res_dia11_utt7_20260801_034730_full.txt,dia11_utt7,Joey,joy,41,9,9,17,25,Processed
res_dia11_utt8_20260801_034750_full.txt,dia11_utt8,Joey,joy,42,0,0,0,46,Speaker Not Found
res_dia11_utt9_20260801_034853_full.txt,dia11_utt9,Phoebe,joy,154,96,96,0,7,Processed
res_dia120_utt0_20260801_174702_full.txt,dia120_utt0,Rachel,fear,71,71,71,35,113,Processed
res_dia120_utt10_20260801_174933_full.txt,dia120_utt10,Ross,neutral,174,156,156,13,92,Processed
res_dia120_utt11_20260801_174955_full.txt,dia120_utt11,Joey,neutral,47,30,30,0,0,Processed
res_dia120_utt12_20260801_175048_full.txt,dia120_utt12,Ross,neutral,58,58,58,1,64,Processed
res_dia120_utt13_20260801_175109_full.txt,dia120_utt13,Chandler,neutral,34,34,34,0,0,Processed
res_dia120_utt14_20260801_175139_full.txt,dia120_utt14,Ross,neutral,36,36,36,0,36,Processed
res_dia120_utt15_20260801_175201_full.txt,dia120_utt15,Joey,neutral,28,28,28,0,2,Processed
res_dia120_utt1_20260801_174810_full.txt,dia120_utt1,Monica,joy,129,102,102,13,45,Processed
res_dia120_utt2_20260801_175234_full.txt,dia120_utt2,Rachel,surprise,49,49,49,21,21,Processed
res_dia120_utt3_20260801_175325_full.txt,dia120_utt3,Monica,neutral,77,77,77,0,77,Processed
res_dia120_utt4_20260801_175416_full.txt,dia120_utt4,Rachel,fear,59,53,53,9,58,Processed
res_dia120_utt7_20260801_175454_full.txt,dia120_utt7,Ross,neutral,42,2,2,22,97,Processed
res_dia120_utt8_20260801_175516_full.txt,dia120_utt8,Joey,neutral,15,0,0,11,41,Speaker Not Found
res_dia120_utt9_20260801_175542_full.txt,dia120_utt9,Chandler,neutral,11,0,0,4,28,Speaker Not Found
res_dia121_utt0_20260801_175619_full.txt,dia121_utt0,Phoebe,neutral,100,93,93,8,0,Processed
res_dia121_utt1_20260801_175644_full.txt,dia121_utt1,Monica,joy,34,34,34,0,30,Processed
res_dia121_utt2_20260801_175721_full.txt,dia121_utt2,Chandler,joy,46,46,46,0,17,Processed
res_dia121_utt4_20260801_175801_full.txt,dia121_utt4,Chandler,disgust,132,132,132,2,0,Processed
res_dia121_utt5_20260801_175908_full.txt,dia121_utt5,Phoebe,anger,200,190,190,7,0,Processed
res_dia121_utt6_20260801_175942_full.txt,dia121_utt6,Chandler,neutral,37,37,37,0,39,Processed
res_dia121_utt7_20260801_180013_full.txt,dia121_utt7,Phoebe,sadness,43,43,43,0,4,Processed
res_dia122_utt0_20260801_180219_full.txt,dia122_utt0,Monica,surprise,188,68,68,115,246,Processed
res_dia122_utt10_20260801_180518_full.txt,dia122_utt10,Pete,neutral,152,0,0,153,260,Speaker Not Trained
res_dia122_utt11_20260801_180647_full.txt,dia122_utt11,Rachel,neutral,136,0,0,59,136,Speaker Not Found
res_dia122_utt12_20260801_180737_full.txt,dia122_utt12,Rachel,disgust,61,0,0,69,82,Speaker Not Found
res_dia122_utt13_20260801_181046_full.txt,dia122_utt13,Rachel,disgust,237,212,212,175,271,Processed
res_dia122_utt14_20260801_181204_full.txt,dia122_utt14,Monica,neutral,106,98,98,70,127,Processed
res_dia122_utt15_20260801_181300_full.txt,dia122_utt15,Pete,neutral,65,0,0,33,115,Speaker Not Trained
res_dia122_utt1_20260801_180306_full.txt,dia122_utt1,Monica,fear,87,73,73,16,85,Processed
res_dia122_utt2_20260801_181438_full.txt,dia122_utt2,Rachel,neutral,98,98,98,10,285,Processed
res_dia122_utt3_20260801_181554_full.txt,dia122_utt3,Monica,neutral,33,0,0,123,24,Speaker Not Found
res_dia122_utt4_20260801_181707_full.txt,dia122_utt4,Pete,neutral,69,0,0,62,107,Speaker Not Trained
res_dia122_utt5_20260801_181751_full.txt,dia122_utt5,Monica,neutral,45,30,30,16,64,Processed
res_dia122_utt6_20260801_181850_full.txt,dia122_utt6,Pete,neutral,85,0,0,38,50,Speaker Not Trained
res_dia122_utt7_20260801_182017_full.txt,dia122_utt7,Monica,joy,170,6,6,39,90,Processed
res_dia122_utt8_20260801_182129_full.txt,dia122_utt8,Pete,joy,62,0,0,78,73,Speaker Not Trained
res_dia122_utt9_20260801_182318_full.txt,dia122_utt9,Pete,disgust,145,0,0,69,138,Speaker Not Trained
res_dia123_utt0_20260801_182411_full.txt,dia123_utt0,Chandler,surprise,64,64,64,4,98,Processed
res_dia123_utt10_20260801_182635_full.txt,dia123_utt10,Ross,anger,60,60,60,107,44,Processed
res_dia123_utt1_20260801_182504_full.txt,dia123_utt1,Ross,anger,64,64,64,17,56,Processed
res_dia123_utt2_20260801_182651_full.txt,dia123_utt2,Ross,anger,5,5,5,0,5,Processed
res_dia123_utt3_20260801_182750_full.txt,dia123_utt3,Ross,anger,66,66,66,28,73,Processed
res_dia123_utt4_20260801_182840_full.txt,dia123_utt4,Ross,anger,58,58,58,11,71,Processed
res_dia123_utt5_20260801_182926_full.txt,dia123_utt5,Chandler,neutral,60,60,60,27,67,Processed
res_dia123_utt6_20260801_183015_full.txt,dia123_utt6,Ross,anger,56,56,56,3,56,Processed
res_dia123_utt7_20260801_183214_full.txt,dia123_utt7,Chandler,neutral,63,61,61,180,38,Processed
res_dia123_utt8_20260801_183304_full.txt,dia123_utt8,Ross,anger,54,54,54,16,55,Processed
res_dia123_utt9_20260801_183332_full.txt,dia123_utt9,Chandler,neutral,21,21,21,15,4,Processed
res_dia124_utt0_20260801_183437_full.txt,dia124_utt0,Ross,joy,95,95,95,69,66,Processed
res_dia124_utt10_20260801_183551_full.txt,dia124_utt10,Ross,neutral,75,74,74,1,0,Processed
res_dia124_utt11_20260801_183704_full.txt,dia124_utt11,Joey,joy,174,146,146,5,28,Processed
res_dia124_utt1_20260801_183513_full.txt,dia124_utt1,Chandler,surprise,40,40,40,4,6,Processed
res_dia124_utt2_20260801_183806_full.txt,dia124_utt2,Ross,neutral,70,70,70,0,70,Processed
res_dia124_utt3_20260801_183836_full.txt,dia124_utt3,Chandler,disgust,40,40,40,0,40,Processed
res_dia124_utt4_20260801_183949_full.txt,dia124_utt4,Ross,sadness,142,125,125,1,16,Processed
res_dia124_utt5_20260801_184045_full.txt,dia124_utt5,Joey,joy,87,39,39,0,48,Processed
res_dia124_utt6_20260801_184156_full.txt,dia124_utt6,Ross,joy,113,113,113,49,41,Processed
res_dia124_utt7_20260801_184236_full.txt,dia124_utt7,Joey,surprise,126,126,126,0,0,Processed
res_dia124_utt8_20260801_184304_full.txt,dia124_utt8,Ross,sadness,60,60,60,0,0,Processed
res_dia124_utt9_20260801_184346_full.txt,dia124_utt9,Joey,neutral,50,50,50,2,0,Processed
res_dia125_utt0_20260801_184527_full.txt,dia125_utt0,Emily,joy,121,0,0,122,96,Speaker Not Trained
res_dia125_utt1_20260801_184642_full.txt,dia125_utt1,Ross,neutral,65,54,54,94,3,Processed
res_dia125_utt2_20260801_184722_full.txt,dia125_utt2,Emily,neutral,30,0,0,52,8,Speaker Not Trained
res_dia125_utt4_20260801_184818_full.txt,dia125_utt4,Ross,neutral,74,72,72,7,69,Processed
res_dia125_utt5_20260801_184845_full.txt,dia125_utt5,Ross,neutral,31,31,31,1,15,Processed
res_dia125_utt6_20260801_184939_full.txt,dia125_utt6,Emily,neutral,53,0,0,41,3,Speaker Not Trained
res_dia125_utt7_20260801_185003_full.txt,dia125_utt7,Ross,neutral,30,30,30,0,30,Processed
res_dia125_utt8_20260801_185052_full.txt,dia125_utt8,Emily,surprise,37,0,0,33,5,Speaker Not Trained
res_dia126_utt0_20260801_185315_full.txt,dia126_utt0,The Singing Man,joy,321,0,0,4,298,Speaker Not Trained
res_dia126_utt10_20260801_185422_full.txt,dia126_utt10,Monica,neutral,45,44,44,1,42,Processed
res_dia126_utt11_20260801_185511_full.txt,dia126_utt11,Joey,neutral,32,40,40,8,14,Processed
res_dia126_utt12_20260801_185543_full.txt,dia126_utt12,Monica,anger,46,26,26,21,40,Processed
res_dia126_utt1_20260801_185357_full.txt,dia126_utt1,Rachel,anger,86,69,69,17,0,Processed
